image,blood_group
AB-\cluster_5_4945.BMP,AB-
AB-\cluster_5_4952.BMP,AB-
AB-\cluster_5_4962.BMP,AB-
AB-\cluster_5_4975.BMP,AB-
AB-\cluster_5_4984.BMP,AB-
AB-\cluster_5_5001.BMP,AB-
AB-\cluster_5_5002.BMP,AB-
AB-\cluster_5_5011.BMP,AB-
AB-\cluster_5_5017.BMP,AB-
AB-\cluster_5_5020.BMP,AB-
AB-\cluster_5_5029.BMP,AB-
AB-\cluster_5_5033.BMP,AB-
AB-\cluster_5_5049.BMP,AB-
AB-\cluster_5_5055.BMP,AB-
AB-\cluster_5_5060.BMP,AB-
AB-\cluster_5_5061.BMP,AB-
AB-\cluster_5_5062.BMP,AB-
AB-\cluster_5_5067.BMP,AB-
AB-\cluster_5_507.BMP,AB-
AB-\cluster_5_5081.BMP,AB-
AB-\cluster_5_5082.BMP,AB-
AB-\cluster_5_5092.BMP,AB-
AB-\cluster_5_5096.BMP,AB-
AB-\cluster_5_5097.BMP,AB-
AB-\cluster_5_5125.BMP,AB-
AB-\cluster_5_5134.BMP,AB-
AB-\cluster_5_5139.BMP,AB-
AB-\cluster_5_5153.BMP,AB-
AB-\cluster_5_5158.BMP,AB-
AB-\cluster_5_5172.BMP,AB-
AB-\cluster_5_5180.BMP,AB-
AB-\cluster_5_5213.BMP,AB-
AB-\cluster_5_5219.BMP,AB-
AB-\cluster_5_5231.BMP,AB-
AB-\cluster_5_5234.BMP,AB-
AB-\cluster_5_5244.BMP,AB-
AB-\cluster_5_5246.BMP,AB-
AB-\cluster_5_5248.BMP,AB-
AB-\cluster_5_5250.BMP,AB-
AB-\cluster_5_5257.BMP,AB-
AB-\cluster_5_5260.BMP,AB-
AB-\cluster_5_5262.BMP,AB-
AB-\cluster_5_5271.BMP,AB-
AB-\cluster_5_529.BMP,AB-
AB-\cluster_5_5290.BMP,AB-
AB-\cluster_5_5292.BMP,AB-
AB-\cluster_5_5299.BMP,AB-
AB-\cluster_5_5319.BMP,AB-
AB-\cluster_5_5321.BMP,AB-
AB-\cluster_5_5324.BMP,AB-
AB-\cluster_5_534.BMP,AB-
AB-\cluster_5_5349.BMP,AB-
AB-\cluster_5_5360.BMP,AB-
AB-\cluster_5_5387.BMP,AB-
AB-\cluster_5_5396.BMP,AB-
AB-\cluster_5_5399.BMP,AB-
AB-\cluster_5_54.BMP,AB-
AB-\cluster_5_5400.BMP,AB-
AB-\cluster_5_5403.BMP,AB-
AB-\cluster_5_5427.BMP,AB-
AB-\cluster_5_5432.BMP,AB-
AB-\cluster_5_5438.BMP,AB-
AB-\cluster_5_5449.BMP,AB-
AB-\cluster_5_5452.BMP,AB-
AB-\cluster_5_5460.BMP,AB-
AB-\cluster_5_5471.BMP,AB-
AB-\cluster_5_5474.BMP,AB-
AB-\cluster_5_5477.BMP,AB-
AB-\cluster_5_5483.BMP,AB-
AB-\cluster_5_5484.BMP,AB-
AB-\cluster_5_5488.BMP,AB-
AB-\cluster_5_5491.BMP,AB-
AB-\cluster_5_5497.BMP,AB-
AB-\cluster_5_5502.BMP,AB-
AB-\cluster_5_5503.BMP,AB-
AB-\cluster_5_5507.BMP,AB-
AB-\cluster_5_5510.BMP,AB-
AB-\cluster_5_5513.BMP,AB-
AB-\cluster_5_5516.BMP,AB-
AB-\cluster_5_5519.BMP,AB-
AB-\cluster_5_5522.BMP,AB-
AB-\cluster_5_5524.BMP,AB-
AB-\cluster_5_5534.BMP,AB-
AB-\cluster_5_5535.BMP,AB-
AB-\cluster_5_556.BMP,AB-
AB-\cluster_5_5561.BMP,AB-
AB-\cluster_5_5563.BMP,AB-
AB-\cluster_5_5577.BMP,AB-
AB-\cluster_5_5586.BMP,AB-
AB-\cluster_5_5589.BMP,AB-
AB-\cluster_5_559.BMP,AB-
AB-\cluster_5_5593.BMP,AB-
AB-\cluster_5_5598.BMP,AB-
AB-\cluster_5_5604.BMP,AB-
AB-\cluster_5_5608.BMP,AB-
AB-\cluster_5_5609.BMP,AB-
AB-\cluster_5_561.BMP,AB-
AB-\cluster_5_5618.BMP,AB-
AB-\cluster_5_5635.BMP,AB-
AB-\cluster_5_5637.BMP,AB-
AB-\cluster_5_5639.BMP,AB-
AB-\cluster_5_5663.BMP,AB-
AB-\cluster_5_5685.BMP,AB-
AB-\cluster_5_5692.BMP,AB-
AB-\cluster_5_5693.BMP,AB-
AB-\cluster_5_5698.BMP,AB-
AB-\cluster_5_5699.BMP,AB-
AB-\cluster_5_5701.BMP,AB-
AB-\cluster_5_5702.BMP,AB-
AB-\cluster_5_5703.BMP,AB-
AB-\cluster_5_5708.BMP,AB-
AB-\cluster_5_5712.BMP,AB-
AB-\cluster_5_5716.BMP,AB-
AB-\cluster_5_5722.BMP,AB-
AB-\cluster_5_5726.BMP,AB-
AB-\cluster_5_5732.BMP,AB-
AB-\cluster_5_5745.BMP,AB-
AB-\cluster_5_5749.BMP,AB-
AB-\cluster_5_575.BMP,AB-
AB-\cluster_5_5750.BMP,AB-
AB-\cluster_5_5760.BMP,AB-
AB-\cluster_5_5762.BMP,AB-
AB-\cluster_5_5764.BMP,AB-
AB-\cluster_5_5777.BMP,AB-
AB-\cluster_5_5803.BMP,AB-
AB-\cluster_5_5804.BMP,AB-
AB-\cluster_5_5807.BMP,AB-
AB-\cluster_5_5808.BMP,AB-
AB-\cluster_5_5823.BMP,AB-
AB-\cluster_5_5834.BMP,AB-
AB-\cluster_5_5835.BMP,AB-
AB-\cluster_5_5842.BMP,AB-
AB-\cluster_5_5843.BMP,AB-
AB-\cluster_5_5887.BMP,AB-
AB-\cluster_5_5888.BMP,AB-
AB-\cluster_5_5890.BMP,AB-
AB-\cluster_5_5892.BMP,AB-
AB-\cluster_5_5895.BMP,AB-
AB-\cluster_5_5896.BMP,AB-
AB-\cluster_5_5910.BMP,AB-
AB-\cluster_5_5950.BMP,AB-
AB-\cluster_5_5954.BMP,AB-
AB-\cluster_5_5956.BMP,AB-
AB-\cluster_5_5961.BMP,AB-
AB-\cluster_5_597.BMP,AB-
AB-\cluster_5_5974.BMP,AB-
AB-\cluster_5_5980.BMP,AB-
AB-\cluster_5_5990.BMP,AB-
AB-\cluster_5_5992.BMP,AB-
AB-\cluster_5_609.BMP,AB-
AB-\cluster_5_620.BMP,AB-
AB-\cluster_5_630.BMP,AB-
AB-\cluster_5_633.BMP,AB-
AB-\cluster_5_648.BMP,AB-
AB-\cluster_5_656.BMP,AB-
AB-\cluster_5_657.BMP,AB-
AB-\cluster_5_670.BMP,AB-
AB-\cluster_5_674.BMP,AB-
AB-\cluster_5_683.BMP,AB-
AB-\cluster_5_701.BMP,AB-
AB-\cluster_5_71.BMP,AB-
AB-\cluster_5_710.BMP,AB-
AB-\cluster_5_718.BMP,AB-
AB-\cluster_5_725.BMP,AB-
AB-\cluster_5_736.BMP,AB-
AB-\cluster_5_745.BMP,AB-
AB-\cluster_5_754.BMP,AB-
AB-\cluster_5_763.BMP,AB-
AB-\cluster_5_764.BMP,AB-
AB-\cluster_5_766.BMP,AB-
AB-\cluster_5_769.BMP,AB-
AB-\cluster_5_772.BMP,AB-
AB-\cluster_5_780.BMP,AB-
AB-\cluster_5_8.BMP,AB-
AB-\cluster_5_80.BMP,AB-
AB-\cluster_5_801.BMP,AB-
AB-\cluster_5_81.BMP,AB-
AB-\cluster_5_819.BMP,AB-
AB-\cluster_5_82.BMP,AB-
AB-\cluster_5_820.BMP,AB-
AB-\cluster_5_838.BMP,AB-
AB-\cluster_5_840.BMP,AB-
AB-\cluster_5_852.BMP,AB-
AB-\cluster_5_853.BMP,AB-
AB-\cluster_5_866.BMP,AB-
AB-\cluster_5_867.BMP,AB-
AB-\cluster_5_876.BMP,AB-
AB-\cluster_5_887.BMP,AB-
AB-\cluster_5_889.BMP,AB-
AB-\cluster_5_891.BMP,AB-
AB-\cluster_5_895.BMP,AB-
AB-\cluster_5_898.BMP,AB-
AB-\cluster_5_899.BMP,AB-
AB-\cluster_5_901.BMP,AB-
AB-\cluster_5_903.BMP,AB-
AB-\cluster_5_907.BMP,AB-
AB-\cluster_5_916.BMP,AB-
AB-\cluster_5_919.BMP,AB-
AB-\cluster_5_920.BMP,AB-
AB-\cluster_5_922.BMP,AB-
AB-\cluster_5_94.BMP,AB-
AB-\cluster_5_943.BMP,AB-
AB-\cluster_5_944.BMP,AB-
AB-\cluster_5_945.BMP,AB-
AB-\cluster_5_948.BMP,AB-
AB-\cluster_5_95.BMP,AB-
AB-\cluster_5_950.BMP,AB-
AB-\cluster_5_969.BMP,AB-
AB-\cluster_5_984.BMP,AB-
B+\cluster_2_10.BMP,B+
B+\cluster_2_1006.BMP,B+
B+\cluster_2_1012.BMP,B+
B+\cluster_2_1021.BMP,B+
B+\cluster_2_1038.BMP,B+
B+\cluster_2_104.BMP,B+
B+\cluster_2_1048.BMP,B+
B+\cluster_2_1051.BMP,B+
B+\cluster_2_1053.BMP,B+
B+\cluster_2_1077.BMP,B+
B+\cluster_2_1078.BMP,B+
B+\cluster_2_1088.BMP,B+
B+\cluster_2_1090.BMP,B+
B+\cluster_2_1093.BMP,B+
B+\cluster_2_1100.BMP,B+
B+\cluster_2_1108.BMP,B+
B+\cluster_2_1111.BMP,B+
B+\cluster_2_1125.BMP,B+
B+\cluster_2_1135.BMP,B+
B+\cluster_2_1140.BMP,B+
B+\cluster_2_1150.BMP,B+
B+\cluster_2_1157.BMP,B+
B+\cluster_2_1160.BMP,B+
B+\cluster_2_1182.BMP,B+
B+\cluster_2_1186.BMP,B+
B+\cluster_2_1189.BMP,B+
B+\cluster_2_119.BMP,B+
B+\cluster_2_1199.BMP,B+
B+\cluster_2_1205.BMP,B+
B+\cluster_2_1231.BMP,B+
B+\cluster_2_1248.BMP,B+
B+\cluster_2_1250.BMP,B+
B+\cluster_2_1256.BMP,B+
B+\cluster_2_1260.BMP,B+
B+\cluster_2_1268.BMP,B+
B+\cluster_2_1281.BMP,B+
B+\cluster_2_1284.BMP,B+
B+\cluster_2_1325.BMP,B+
B+\cluster_2_133.BMP,B+
B+\cluster_2_1336.BMP,B+
B+\cluster_2_134.BMP,B+
B+\cluster_2_1348.BMP,B+
B+\cluster_2_135.BMP,B+
B+\cluster_2_1350.BMP,B+
B+\cluster_2_1359.BMP,B+
B+\cluster_2_1360.BMP,B+
B+\cluster_2_1362.BMP,B+
B+\cluster_2_1394.BMP,B+
B+\cluster_2_1395.BMP,B+
B+\cluster_2_14.BMP,B+
B+\cluster_2_140.BMP,B+
B+\cluster_2_1407.BMP,B+
B+\cluster_2_1412.BMP,B+
B+\cluster_2_142.BMP,B+
B+\cluster_2_1428.BMP,B+
B+\cluster_2_143.BMP,B+
B+\cluster_2_1458.BMP,B+
B+\cluster_2_1461.BMP,B+
B+\cluster_2_1462.BMP,B+
B+\cluster_2_147.BMP,B+
B+\cluster_2_1472.BMP,B+
B+\cluster_2_1475.BMP,B+
B+\cluster_2_1483.BMP,B+
B+\cluster_2_1484.BMP,B+
B+\cluster_2_1490.BMP,B+
B+\cluster_2_1500.BMP,B+
B+\cluster_2_153.BMP,B+
B+\cluster_2_1533.BMP,B+
B+\cluster_2_1535.BMP,B+
B+\cluster_2_1537.BMP,B+
B+\cluster_2_154.BMP,B+
B+\cluster_2_1545.BMP,B+
B+\cluster_2_155.BMP,B+
B+\cluster_2_1553.BMP,B+
B+\cluster_2_1559.BMP,B+
B+\cluster_2_1564.BMP,B+
B+\cluster_2_1567.BMP,B+
B+\cluster_2_1579.BMP,B+
B+\cluster_2_158.BMP,B+
B+\cluster_2_1588.BMP,B+
B+\cluster_2_159.BMP,B+
B+\cluster_2_1595.BMP,B+
B+\cluster_2_1601.BMP,B+
B+\cluster_2_1605.BMP,B+
B+\cluster_2_1614.BMP,B+
B+\cluster_2_1617.BMP,B+
B+\cluster_2_1634.BMP,B+
B+\cluster_2_1639.BMP,B+
B+\cluster_2_164.BMP,B+
B+\cluster_2_1647.BMP,B+
B+\cluster_2_1651.BMP,B+
B+\cluster_2_1654.BMP,B+
B+\cluster_2_1666.BMP,B+
B+\cluster_2_1674.BMP,B+
B+\cluster_2_1681.BMP,B+
B+\cluster_2_1685.BMP,B+
B+\cluster_2_169.BMP,B+
B+\cluster_2_1703.BMP,B+
B+\cluster_2_1705.BMP,B+
B+\cluster_2_1712.BMP,B+
B+\cluster_2_1722.BMP,B+
B+\cluster_2_1727.BMP,B+
B+\cluster_2_1734.BMP,B+
B+\cluster_2_1736.BMP,B+
B+\cluster_2_174.BMP,B+
B+\cluster_2_1746.BMP,B+
B+\cluster_2_1750.BMP,B+
B+\cluster_2_1755.BMP,B+
B+\cluster_2_1763.BMP,B+
B+\cluster_2_1776.BMP,B+
B+\cluster_2_1777.BMP,B+
B+\cluster_2_1786.BMP,B+
B+\cluster_2_1796.BMP,B+
B+\cluster_2_1812.BMP,B+
B+\cluster_2_1820.BMP,B+
B+\cluster_2_1833.BMP,B+
B+\cluster_2_1837.BMP,B+
B+\cluster_2_1840.BMP,B+
B+\cluster_2_1844.BMP,B+
B+\cluster_2_1854.BMP,B+
B+\cluster_2_1860.BMP,B+
B+\cluster_2_1882.BMP,B+
B+\cluster_2_1888.BMP,B+
B+\cluster_2_19.BMP,B+
B+\cluster_2_1907.BMP,B+
B+\cluster_2_1910.BMP,B+
B+\cluster_2_1911.BMP,B+
B+\cluster_2_1920.BMP,B+
B+\cluster_2_1928.BMP,B+
B+\cluster_2_1929.BMP,B+
B+\cluster_2_1931.BMP,B+
B+\cluster_2_194.BMP,B+
B+\cluster_2_1942.BMP,B+
B+\cluster_2_1947.BMP,B+
B+\cluster_2_1948.BMP,B+
B+\cluster_2_195.BMP,B+
B+\cluster_2_1958.BMP,B+
B+\cluster_2_198.BMP,B+
B+\cluster_2_1985.BMP,B+
B+\cluster_2_199.BMP,B+
B+\cluster_2_20.BMP,B+
B+\cluster_2_2001.BMP,B+
B+\cluster_2_2004.BMP,B+
B+\cluster_2_2005.BMP,B+
B+\cluster_2_2018.BMP,B+
B+\cluster_2_2035.BMP,B+
B+\cluster_2_2040.BMP,B+
B+\cluster_2_2042.BMP,B+
B+\cluster_2_2044.BMP,B+
B+\cluster_2_2097.BMP,B+
B+\cluster_2_2101.BMP,B+
B+\cluster_2_2108.BMP,B+
B+\cluster_2_2127.BMP,B+
B+\cluster_2_2156.BMP,B+
B+\cluster_2_2170.BMP,B+
B+\cluster_2_2173.BMP,B+
B+\cluster_2_2205.BMP,B+
B+\cluster_2_2206.BMP,B+
B+\cluster_2_2210.BMP,B+
B+\cluster_2_2211.BMP,B+
B+\cluster_2_2212.BMP,B+
B+\cluster_2_2213.BMP,B+
B+\cluster_2_2216.BMP,B+
B+\cluster_2_2232.BMP,B+
B+\cluster_2_2233.BMP,B+
B+\cluster_2_225.BMP,B+
B+\cluster_2_2264.BMP,B+
B+\cluster_2_2266.BMP,B+
B+\cluster_2_227.BMP,B+
B+\cluster_2_2289.BMP,B+
B+\cluster_2_23.BMP,B+
B+\cluster_2_2307.BMP,B+
B+\cluster_2_231.BMP,B+
B+\cluster_2_2333.BMP,B+
B+\cluster_2_2336.BMP,B+
B+\cluster_2_2344.BMP,B+
B+\cluster_2_235.BMP,B+
B+\cluster_2_2373.BMP,B+
B+\cluster_2_2389.BMP,B+
B+\cluster_2_2390.BMP,B+
B+\cluster_2_2397.BMP,B+
B+\cluster_2_2414.BMP,B+
B+\cluster_2_242.BMP,B+
B+\cluster_2_2427.BMP,B+
B+\cluster_2_2429.BMP,B+
B+\cluster_2_2442.BMP,B+
B+\cluster_2_2447.BMP,B+
B+\cluster_2_2461.BMP,B+
B+\cluster_2_2468.BMP,B+
B+\cluster_2_2471.BMP,B+
B+\cluster_2_2474.BMP,B+
B+\cluster_2_25.BMP,B+
B+\cluster_2_2510.BMP,B+
B+\cluster_2_2511.BMP,B+
B+\cluster_2_2516.BMP,B+
B+\cluster_2_2517.BMP,B+
B+\cluster_2_2552.BMP,B+
B+\cluster_2_2562.BMP,B+
B+\cluster_2_2576.BMP,B+
B+\cluster_2_2596.BMP,B+
B+\cluster_2_2608.BMP,B+
B+\cluster_2_2623.BMP,B+
B+\cluster_2_2625.BMP,B+
B+\cluster_2_2653.BMP,B+
B+\cluster_2_2658.BMP,B+
B+\cluster_2_2667.BMP,B+
B+\cluster_2_2684.BMP,B+
B+\cluster_2_2689.BMP,B+
B+\cluster_2_2690.BMP,B+
B+\cluster_2_2702.BMP,B+
B+\cluster_2_2705.BMP,B+
B+\cluster_2_2715.BMP,B+
B+\cluster_2_2722.BMP,B+
B+\cluster_2_2724.BMP,B+
B+\cluster_2_2729.BMP,B+
B+\cluster_2_2734.BMP,B+
B+\cluster_2_274.BMP,B+
B+\cluster_2_2740.BMP,B+
B+\cluster_2_2742.BMP,B+
B+\cluster_2_2751.BMP,B+
B+\cluster_2_2753.BMP,B+
B+\cluster_2_276.BMP,B+
B+\cluster_2_2764.BMP,B+
B+\cluster_2_2778.BMP,B+
B+\cluster_2_2793.BMP,B+
B+\cluster_2_2798.BMP,B+
B+\cluster_2_28.BMP,B+
B+\cluster_2_280.BMP,B+
B+\cluster_2_2800.BMP,B+
B+\cluster_2_2803.BMP,B+
B+\cluster_2_2816.BMP,B+
B+\cluster_2_2824.BMP,B+
B+\cluster_2_2827.BMP,B+
B+\cluster_2_284.BMP,B+
B+\cluster_2_2845.BMP,B+
B+\cluster_2_2855.BMP,B+
B+\cluster_2_2866.BMP,B+
B+\cluster_2_287.BMP,B+
B+\cluster_2_2880.BMP,B+
B+\cluster_2_2882.BMP,B+
B+\cluster_2_2909.BMP,B+
B+\cluster_2_2920.BMP,B+
B+\cluster_2_2932.BMP,B+
B+\cluster_2_2934.BMP,B+
B+\cluster_2_2935.BMP,B+
B+\cluster_2_2936.BMP,B+
B+\cluster_2_2939.BMP,B+
B+\cluster_2_295.BMP,B+
B+\cluster_2_2954.BMP,B+
B+\cluster_2_2964.BMP,B+
B+\cluster_2_2968.BMP,B+
B+\cluster_2_297.BMP,B+
B+\cluster_2_2973.BMP,B+
B+\cluster_2_2978.BMP,B+
B+\cluster_2_2998.BMP,B+
B+\cluster_2_300.BMP,B+
B+\cluster_2_3009.BMP,B+
B+\cluster_2_301.BMP,B+
B+\cluster_2_3030.BMP,B+
B+\cluster_2_3040.BMP,B+
B+\cluster_2_3055.BMP,B+
B+\cluster_2_3061.BMP,B+
B+\cluster_2_3101.BMP,B+
B+\cluster_2_3114.BMP,B+
B+\cluster_2_3119.BMP,B+
B+\cluster_2_3126.BMP,B+
B+\cluster_2_3145.BMP,B+
B+\cluster_2_3154.BMP,B+
B+\cluster_2_3161.BMP,B+
B+\cluster_2_3166.BMP,B+
B+\cluster_2_3180.BMP,B+
B+\cluster_2_3183.BMP,B+
B+\cluster_2_319.BMP,B+
B+\cluster_2_3196.BMP,B+
B+\cluster_2_3206.BMP,B+
B+\cluster_2_3217.BMP,B+
B+\cluster_2_3222.BMP,B+
B+\cluster_2_3225.BMP,B+
B+\cluster_2_3231.BMP,B+
B+\cluster_2_3232.BMP,B+
B+\cluster_2_3234.BMP,B+
B+\cluster_2_3245.BMP,B+
B+\cluster_2_3246.BMP,B+
B+\cluster_2_329.BMP,B+
B+\cluster_2_3300.BMP,B+
B+\cluster_2_3307.BMP,B+
B+\cluster_2_3325.BMP,B+
B+\cluster_2_3335.BMP,B+
B+\cluster_2_3336.BMP,B+
B+\cluster_2_3337.BMP,B+
B+\cluster_2_3343.BMP,B+
B+\cluster_2_3346.BMP,B+
B+\cluster_2_3361.BMP,B+
B+\cluster_2_3365.BMP,B+
B+\cluster_2_3370.BMP,B+
B+\cluster_2_3373.BMP,B+
B+\cluster_2_3376.BMP,B+
B+\cluster_2_3379.BMP,B+
B+\cluster_2_3402.BMP,B+
B+\cluster_2_3411.BMP,B+
B+\cluster_2_3419.BMP,B+
B+\cluster_2_3431.BMP,B+
B+\cluster_2_3443.BMP,B+
B+\cluster_2_3448.BMP,B+
B+\cluster_2_3455.BMP,B+
B+\cluster_2_3460.BMP,B+
B+\cluster_2_3462.BMP,B+
B+\cluster_2_348.BMP,B+
B+\cluster_2_3490.BMP,B+
B+\cluster_2_3507.BMP,B+
B+\cluster_2_3509.BMP,B+
B+\cluster_2_3555.BMP,B+
B+\cluster_2_3579.BMP,B+
B+\cluster_2_3584.BMP,B+
B+\cluster_2_36.BMP,B+
B+\cluster_2_3607.BMP,B+
B+\cluster_2_3610.BMP,B+
B+\cluster_2_3612.BMP,B+
B+\cluster_2_363.BMP,B+
B+\cluster_2_3630.BMP,B+
B+\cluster_2_3639.BMP,B+
B+\cluster_2_3651.BMP,B+
B+\cluster_2_3665.BMP,B+
B+\cluster_2_3683.BMP,B+
B+\cluster_2_3684.BMP,B+
B+\cluster_2_3700.BMP,B+
B+\cluster_2_3714.BMP,B+
B+\cluster_2_3718.BMP,B+
B+\cluster_2_3719.BMP,B+
B+\cluster_2_372.BMP,B+
B+\cluster_2_3745.BMP,B+
B+\cluster_2_3755.BMP,B+
B+\cluster_2_377.BMP,B+
B+\cluster_2_3779.BMP,B+
B+\cluster_2_3788.BMP,B+
B+\cluster_2_3799.BMP,B+
B+\cluster_2_3803.BMP,B+
B+\cluster_2_3811.BMP,B+
B+\cluster_2_3830.BMP,B+
B+\cluster_2_3834.BMP,B+
B+\cluster_2_3839.BMP,B+
B+\cluster_2_3842.BMP,B+
B+\cluster_2_3843.BMP,B+
B+\cluster_2_3854.BMP,B+
B+\cluster_2_3867.BMP,B+
B+\cluster_2_3870.BMP,B+
B+\cluster_2_3882.BMP,B+
B+\cluster_2_3886.BMP,B+
B+\cluster_2_3913.BMP,B+
B+\cluster_2_3916.BMP,B+
B+\cluster_2_394.BMP,B+
B+\cluster_2_3949.BMP,B+
B+\cluster_2_3957.BMP,B+
B+\cluster_2_3958.BMP,B+
B+\cluster_2_3962.BMP,B+
B+\cluster_2_3969.BMP,B+
B+\cluster_2_3971.BMP,B+
B+\cluster_2_3997.BMP,B+
B+\cluster_2_4002.BMP,B+
B+\cluster_2_4005.BMP,B+
B+\cluster_2_4006.BMP,B+
B+\cluster_2_4008.BMP,B+
B+\cluster_2_4022.BMP,B+
B+\cluster_2_4026.BMP,B+
B+\cluster_2_403.BMP,B+
B+\cluster_2_4039.BMP,B+
B+\cluster_2_4042.BMP,B+
B+\cluster_2_4075.BMP,B+
B+\cluster_2_4099.BMP,B+
B+\cluster_2_4109.BMP,B+
B+\cluster_2_4112.BMP,B+
B+\cluster_2_4147.BMP,B+
B+\cluster_2_415.BMP,B+
B+\cluster_2_4156.BMP,B+
B+\cluster_2_4158.BMP,B+
B+\cluster_2_416.BMP,B+
B+\cluster_2_4180.BMP,B+
B+\cluster_2_4183.BMP,B+
B+\cluster_2_419.BMP,B+
B+\cluster_2_4192.BMP,B+
B+\cluster_2_4194.BMP,B+
B+\cluster_2_421.BMP,B+
B+\cluster_2_4212.BMP,B+
B+\cluster_2_4215.BMP,B+
B+\cluster_2_4229.BMP,B+
B+\cluster_2_4249.BMP,B+
B+\cluster_2_425.BMP,B+
B+\cluster_2_4251.BMP,B+
B+\cluster_2_4268.BMP,B+
B+\cluster_2_4285.BMP,B+
B+\cluster_2_4288.BMP,B+
B+\cluster_2_4306.BMP,B+
B+\cluster_2_4307.BMP,B+
B+\cluster_2_431.BMP,B+
B+\cluster_2_4310.BMP,B+
B+\cluster_2_432.BMP,B+
B+\cluster_2_4328.BMP,B+
B+\cluster_2_4330.BMP,B+
B+\cluster_2_4335.BMP,B+
B+\cluster_2_4364.BMP,B+
B+\cluster_2_4366.BMP,B+
B+\cluster_2_4383.BMP,B+
B+\cluster_2_4389.BMP,B+
B+\cluster_2_4394.BMP,B+
B+\cluster_2_4398.BMP,B+
B+\cluster_2_4407.BMP,B+
B+\cluster_2_4408.BMP,B+
B+\cluster_2_4439.BMP,B+
B+\cluster_2_444.BMP,B+
B+\cluster_2_4446.BMP,B+
B+\cluster_2_4454.BMP,B+
B+\cluster_2_4458.BMP,B+
B+\cluster_2_4471.BMP,B+
B+\cluster_2_4475.BMP,B+
B+\cluster_2_4476.BMP,B+
B+\cluster_2_4478.BMP,B+
B+\cluster_2_4488.BMP,B+
B+\cluster_2_4496.BMP,B+
B+\cluster_2_450.BMP,B+
B+\cluster_2_4511.BMP,B+
B+\cluster_2_4512.BMP,B+
B+\cluster_2_4516.BMP,B+
B+\cluster_2_4526.BMP,B+
B+\cluster_2_4527.BMP,B+
B+\cluster_2_4533.BMP,B+
B+\cluster_2_4569.BMP,B+
B+\cluster_2_4573.BMP,B+
B+\cluster_2_4576.BMP,B+
B+\cluster_2_4578.BMP,B+
B+\cluster_2_4602.BMP,B+
B+\cluster_2_4621.BMP,B+
B+\cluster_2_4627.BMP,B+
B+\cluster_2_4636.BMP,B+
B+\cluster_2_4638.BMP,B+
B+\cluster_2_4644.BMP,B+
B+\cluster_2_4656.BMP,B+
B+\cluster_2_4659.BMP,B+
B+\cluster_2_466.BMP,B+
B+\cluster_2_4668.BMP,B+
B+\cluster_2_4677.BMP,B+
B+\cluster_2_4678.BMP,B+
B+\cluster_2_470.BMP,B+
B+\cluster_2_4705.BMP,B+
B+\cluster_2_4725.BMP,B+
B+\cluster_2_473.BMP,B+
B+\cluster_2_4731.BMP,B+
B+\cluster_2_4748.BMP,B+
B+\cluster_2_4757.BMP,B+
B+\cluster_2_4758.BMP,B+
B+\cluster_2_4783.BMP,B+
B+\cluster_2_4800.BMP,B+
B+\cluster_2_4805.BMP,B+
B+\cluster_2_4807.BMP,B+
B+\cluster_2_4813.BMP,B+
B+\cluster_2_4834.BMP,B+
B+\cluster_2_4843.BMP,B+
B+\cluster_2_4848.BMP,B+
B+\cluster_2_4859.BMP,B+
B+\cluster_2_4882.BMP,B+
B+\cluster_2_4884.BMP,B+
B+\cluster_2_4890.BMP,B+
B+\cluster_2_4913.BMP,B+
B+\cluster_2_4920.BMP,B+
B+\cluster_2_4932.BMP,B+
B+\cluster_2_4935.BMP,B+
B+\cluster_2_4947.BMP,B+
B+\cluster_2_4957.BMP,B+
B+\cluster_2_4958.BMP,B+
B+\cluster_2_4960.BMP,B+
B+\cluster_2_4964.BMP,B+
B+\cluster_2_4969.BMP,B+
B+\cluster_2_4974.BMP,B+
B+\cluster_2_4980.BMP,B+
B+\cluster_2_4988.BMP,B+
B+\cluster_2_4992.BMP,B+
B+\cluster_2_4999.BMP,B+
B+\cluster_2_500.BMP,B+
B+\cluster_2_5005.BMP,B+
B+\cluster_2_5008.BMP,B+
B+\cluster_2_5012.BMP,B+
B+\cluster_2_5016.BMP,B+
B+\cluster_2_5019.BMP,B+
B+\cluster_2_5024.BMP,B+
B+\cluster_2_5043.BMP,B+
B+\cluster_2_5047.BMP,B+
B+\cluster_2_505.BMP,B+
B+\cluster_2_5058.BMP,B+
B+\cluster_2_5064.BMP,B+
B+\cluster_2_5070.BMP,B+
B+\cluster_2_5071.BMP,B+
B+\cluster_2_5074.BMP,B+
B+\cluster_2_5084.BMP,B+
B+\cluster_2_5098.BMP,B+
B+\cluster_2_510.BMP,B+
B+\cluster_2_5107.BMP,B+
B+\cluster_2_513.BMP,B+
B+\cluster_2_5136.BMP,B+
B+\cluster_2_5141.BMP,B+
B+\cluster_2_5147.BMP,B+
B+\cluster_2_5152.BMP,B+
B+\cluster_2_5162.BMP,B+
B+\cluster_2_5169.BMP,B+
B+\cluster_2_5171.BMP,B+
B+\cluster_2_5173.BMP,B+
B+\cluster_2_5176.BMP,B+
B+\cluster_2_5186.BMP,B+
B+\cluster_2_5188.BMP,B+
B+\cluster_2_5199.BMP,B+
B+\cluster_2_5205.BMP,B+
B+\cluster_2_5215.BMP,B+
B+\cluster_2_522.BMP,B+
B+\cluster_2_5220.BMP,B+
